DBLE/2009-06-03	5.20	5.20	4.79	4.91	34200	4.91	1244012400000
DPTR/2002-10-10	3.30	3.47	3.08	3.30	10900	3.30	1034233200000
DENN/2000-04-18	1.27	1.31	1.25	1.31	127000	1.31	956041200000
DYII/1999-08-20	2.11	2.11	2.04	2.09	5800	0.52	935132400000
DSCO/1999-05-03	1.69	1.69	1.50	1.69	10200	1.69	925714800000
DIOD/2007-10-18	33.02	33.42	32.32	33.28	351600	33.28	1192690800000
DYAX/2000-08-30	26.78	31.50	26.75	30.00	196300	30.00	967618800000
DGIT/2004-05-27	1.44	1.45	1.39	1.45	27500	14.50	1085641200000
DCGN/2005-07-27	9.77	9.90	9.40	9.47	378200	9.47	1122447600000
DSPG/2005-05-16	23.18	23.40	22.97	23.16	135200	23.16	1116226800000
DSWL/2007-10-17	10.79	11.01	10.31	10.70	19800	9.02	1192604400000
DHFT/1995-11-28	20.57	20.57	20.38	20.57	6000	2.93	817545600000
DDMX/2001-08-07	1.90	2.00	1.90	2.00	1500	2.00	997167600000
DGICB/1995-11-29	18.00	18.00	18.00	18.00	000	3.93	817632000000
DGII/1997-03-05	7.88	8.00	7.63	7.63	64500	7.63	857548800000
DASTY/2001-02-15	53.50	54.75	52.50	52.62	3500	48.15	982224000000
DFZ/2000-09-21	2.94	2.94	2.88	2.88	21600	2.74	969519600000
DLPX/1999-03-23	2.56	2.56	2.44	2.50	12100	2.50	922176000000
DECK/2005-01-31	39.35	39.48	38.01	38.77	386900	38.77	1107158400000
DDDC/2008-09-10	0.06	0.09	0.06	0.09	18200	0.09	1221030000000
DCAI/2004-01-22	9.00	9.08	8.80	8.80	47200	4.40	1074758400000
DBRN/2000-03-24	15.38	15.44	14.38	15.00	135200	3.75	953884800000
DIGA/1998-11-18	2.38	2.75	2.31	2.56	6300	205.00	911376000000
DIGA/2008-09-08	0.53	0.54	0.51	0.53	26600	4.24	1220857200000
DAVE/2001-07-18	11.61	11.70	10.35	10.52	260500	10.52	995439600000
DGII/1994-12-12	16.50	16.50	16.00	16.50	16900	16.50	787219200000
DIGA/2009-06-05	1.26	1.28	1.23	1.24	59400	1.24	1244185200000
DARA/2001-03-14	0.37	0.37	0.34	0.37	300	150.00	984556800000
DFR/2009-07-08	3.93	4.04	3.93	4.00	7200	4.00	1247036400000
DISCA/2005-08-30	15.10	15.50	15.00	15.32	2551400	15.32	1125385200000
DROOY/2008-05-21	8.69	9.00	8.68	8.75	224800	8.39	1211353200000
DRRX/2004-03-23	3.02	3.03	2.91	2.97	71500	2.97	1080028800000
DBRN/1990-06-25	10.75	10.75	10.50	10.75	47200	2.69	646297200000
DINE/1992-11-30	13.77	14.02	13.52	14.02	2400	155.95	723110400000
DTPI/1999-06-10	21.50	21.75	21.50	21.75	14200	11.85	928998000000
DGICA/2005-02-03	21.73	22.09	21.63	22.09	56900	11.07	1107417600000
DCOM/2009-06-24	8.00	8.48	7.98	8.44	686100	8.14	1245826800000
DNBK/2009-08-10	12.79	12.90	12.64	12.77	71800	12.75	1249887600000
DGIT/1998-10-07	2.38	2.50	2.38	2.44	400	24.38	907743600000
DWSN/1998-06-16	16.75	17.62	16.75	17.50	25300	17.50	897980400000
DNBF/2000-03-14	14.25	14.25	14.25	14.25	000	8.00	953020800000
DGICB/1992-10-15	9.50	9.50	9.50	9.50	300	1.95	719132400000
DARA/1996-01-09	14.75	14.87	13.75	14.00	1300	5600.00	821174400000
DNDN/2004-08-25	9.21	10.67	9.21	10.52	2764600	10.52	1093417200000
DVAX/2008-10-22	0.49	0.50	0.21	0.25	19075000	0.25	1224658800000
DGAS/2006-12-18	24.96	25.00	24.92	25.00	2300	21.49	1166428800000
DCOM/1999-10-12	19.49	19.55	19.37	19.37	19200	3.95	939711600000
DRCO/1989-09-25	6.44	6.68	5.94	6.68	15800	5.51	622710000000
DGAS/2005-12-20	26.68	26.68	26.68	26.68	000	21.87	1135065600000
DSWL/2001-12-21	17.15	17.52	17.15	17.52	10100	4.83	1008921600000
DVAX/2007-11-06	5.00	5.11	4.76	4.76	80900	4.76	1194336000000
DEST/2009-02-09	8.05	8.50	8.05	8.50	800	8.50	1234166400000
DGII/2001-06-05	8.98	9.23	8.98	9.22	56300	9.22	991724400000
DAVE/2004-09-24	7.27	7.46	7.27	7.39	6100	7.39	1096009200000
DISK/2002-12-30	2.31	2.48	2.31	2.45	39100	2.45	1041235200000
DTLK/2006-12-19	7.70	7.73	7.18	7.37	284800	7.37	1166515200000
